cve_ent,cve_mun,productores,produccion_total,gm,imn,precio,Escenario_marginacion,Escenario_precio
20,311,13,1.82,Muy alto,0.748841794279908,5394.4,10537.800000000001,510488.66699999996
20,313,52,12.825,Alto,0.792869265008444,5411.0,74256.75,327414.078
20,478,22,14.1047,Medio,0.829712908710823,5418.55,81666.213,32713.500000000004
20,416,32,7.7294,Alto,0.796068577784883,5424.52,44753.226,106744.44
21,040,17,4.123,Alto,0.816206003032368,5449.0,23872.170000000002,59608.05
20,177,55,9.21,Bajo,0.856083622630466,5451.8,53325.9,3324594.2610000004
22,004,6,1.0,Medio,0.842853993153312,5461.15,5790.0,165767.69999999998
22,001,28,60.104,Medio,0.824245197323738,5461.15,348002.16,30095022.873000003
15,009,8,24.5,Muy bajo,0.906180057880446,5483.33,0.0,53325.9
15,103,42,406.69,Muy bajo,0.924279664623501,5483.93,0.0,1167347.376
20,510,8,4.4084,Alto,0.794428841077285,5486.222073170732,25524.636000000002,279135.9
20,431,5,4.0401,Medio,0.844241608619719,5486.222073170732,23392.179,324008.4
20,373,3,0.52,Alto,0.795547372576737,5486.222073170732,3010.8,2026.4999999999998
20,496,4,0.5,Bajo,0.875978395921267,5486.222073170732,0.0,308277.549
20,426,11,1.113,Muy alto,0.761015789022322,5486.222073170732,6444.2699999999995,8883172.014
20,001,3,0.2,Alto,0.815060796984778,5486.222073170732,1158.0,50627.76
20,161,26,5.985,Alto,0.817532838187813,5486.222073170732,34653.15,104335.8
20,379,3,0.2,Alto,0.809277503930121,5486.222073170732,1158.0,469014.897
20,126,28,7.255,Muy alto,0.756184813122975,5486.222073170732,42006.45,170428.65
20,347,3,0.7,Medio,0.829219546274829,5486.222073170732,4052.9999999999995,434932.06200000003
20,319,3,0.75,Alto,0.799466104711792,5486.222073170732,4342.5,57198.252
20,150,3,0.0,Muy bajo,0.887821338329148,5486.222073170732,0.0,140175.9
20,361,6,2.4,Alto,0.786966418591342,5486.222073170732,13896.0,272130.0
15,017,27,187.5,Muy bajo,0.888584662419596,5497.31,0.0,8725550.265
19,022,46,3474.1361,Muy bajo,0.898882164590081,5523.166666666666,0.0,705776.103
19,014,6,12.8682,Alto,0.822764866587397,5523.166666666666,74506.878,135196.5
19,049,3,0.5,Muy bajo,0.940058733250898,5523.166666666666,0.0,1948450.7999999998
19,024,3,2.0,Alto,0.802831036879791,5523.166666666666,11580.0,1941175.665
19,042,54,5196.7933,Muy bajo,0.888739384707835,5523.166666666666,0.0,2947355.496
19,020,8,593.8989,Bajo,0.884536233582612,5523.166666666666,0.0,29528.999999999996
19,038,12,109.4451,Muy bajo,0.92940105638169,5523.166666666666,0.0,15084700.317
19,045,3,52.2721,Muy bajo,0.938533545268352,5523.166666666666,0.0,6072003.108000001
19,041,100,4304.8607,Muy bajo,0.938748756742195,5523.166666666666,0.0,3606880.5000000005
19,009,296,9153.6706,Muy bajo,0.935872149415437,5523.166666666666,0.0,577842.0
19,013,96,3591.5353,Muy bajo,0.902196360209543,5523.166666666666,0.0,280350.642
15,087,37,121.125,Bajo,0.871101759580056,5705.109354838709,0.0,4544522.364
15,048,38,113.85,Bajo,0.88416013275821,5705.109354838709,0.0,4187807.9910000004
15,114,23,6.6454,Alto,0.789530740555869,5705.109354838709,38476.866,461578.8
15,102,3,8.0,Bajo,0.870256065739432,5705.109354838709,0.0,46407163.239
15,079,26,35.001,Bajo,0.872260520640315,5705.109354838709,0.0,0.0
15,088,3,0.328,Bajo,0.881731077248669,5705.109354838709,0.0,0.0
15,124,15,8.218,Alto,0.803500748180321,5705.109354838709,47582.22,0.0
15,081,10,10.2,Muy bajo,0.941341690679571,5705.109354838709,0.0,0.0
15,059,6,5.53,Muy bajo,0.91383787977086,5705.109354838709,0.0,0.0
15,047,40,53.2431,Bajo,0.857423625059021,5705.109354838709,308277.549,0.0
15,112,11,8.715,Medio,0.839418417229606,5705.109354838709,50459.85,0.0
15,111,14,29.075,Alto,0.822507058545269,5705.109354838709,168344.25,0.0
15,064,16,9.8788,Bajo,0.85892501097965,5705.109354838709,57198.252,0.0
15,051,12,13.715,Muy bajo,0.928677515900469,5705.109354838709,0.0,0.0
15,001,114,57.6413,Medio,0.826383600359423,5705.109354838709,333743.127,0.0
15,005,26,509.0424,Bajo,0.86154930067557,5705.109354838709,2947355.496,0.0
15,018,58,125.268,Muy bajo,0.914244965133192,5705.109354838709,0.0,0.0
15,012,3,1.4808,Muy bajo,0.895382367806904,5705.109354838709,0.0,0.0
15,002,6,12.75,Muy bajo,0.914295679676885,5705.109354838709,0.0,0.0
15,092,3,1.5,Muy bajo,0.912311753615381,5705.109354838709,0.0,0.0
15,106,8,15.515,Muy bajo,0.928304494245375,5705.109354838709,0.0,0.0
15,074,38,23.8605,Alto,0.818300478881891,5705.109354838709,138152.29499999998,0.0
13,064,17,63.7464,Bajo,0.873386565969628,5785.320833333334,0.0,0.0
13,052,11,4.0,Muy bajo,0.88871636261345,5785.320833333334,0.0,0.0
13,044,20,59.894,Medio,0.847183672820867,5785.320833333334,346786.26,0.0
13,083,4,98.0,Muy bajo,0.916185516667801,5785.320833333334,0.0,0.0
13,019,5,47.0,Bajo,0.859060829151135,5785.320833333334,272130.0,0.0
13,005,12,78.8561,Muy bajo,0.893408099666523,5785.320833333334,0.0,0.0
13,017,4,16.6,Medio,0.837194914173248,5785.320833333334,96114.00000000001,0.0
13,013,25,2.6,Muy bajo,0.924841383809818,5785.320833333334,0.0,0.0
